Project	Export	started	ended	Duration (min)	machine
BUS2	E400	05.04.2017 08:29	05.04.2017 08:44	15	PC36132
BUS2	V300	05.04.2017 08:05	05.04.2017 08:48	43	PC37156
SUS	RIE	04.04.2017 16:21	04.04.2017 16:32	11	PC37156
SUS	RIV	04.04.2017 15:39	04.04.2017 16:21	42	PC37156
BUS2	V330-1	04.04.2017 15:31	04.04.2017 15:35	4	PC37156
BUS2	V340	04.04.2017 15:24	04.04.2017 15:32	8	PC36132
BUS2	V330-2	04.04.2017 15:19	04.04.2017 15:24	5	PC36132
BUS2	V360	04.04.2017 15:05	04.04.2017 15:19	14	PC36132
BUS2	V330-3	04.04.2017 14:55	04.04.2017 15:05	10	PC36132
BUS2	E400	04.04.2017 11:00	04.04.2017 14:55	235	PC36132
BUS2	V340	04.04.2017 09:36	04.04.2017 09:49	13	PC36132
BUS2	V300	04.04.2017 08:40	04.04.2017 09:24	44	PC36132
BUS2	V330-2	04.04.2017 07:28	04.04.2017 07:35	7	PC36132
BUS2	V330-1	04.04.2017 07:22	04.04.2017 07:28	6	PC36132
BUS2	V330-3	04.04.2017 07:12	04.04.2017 07:22	10	PC36132
BUS2	V360	04.04.2017 04:11	04.04.2017 05:41	90	PC36132
BUS2	E400	03.04.2017 23:00	04.04.2017 03:34	274	PC37156
BUS2	E400	01.04.2017 00:55	01.04.2017 04:09	194	PC36132
BUS2	V360	31.03.2017 23:36	01.04.2017 00:55	79	PC36132
BUS2	V330-1	31.03.2017 23:30	31.03.2017 23:36	6	PC36132
BUS2	V340	31.03.2017 23:17	31.03.2017 23:30	13	PC36132
BUS2	V330-3	31.03.2017 23:08	31.03.2017 23:17	9	PC36132
BUS2	V330-2	31.03.2017 23:00	31.03.2017 23:08	8	PC36132
BUS2	V330-3	31.03.2017 14:12	31.03.2017 14:21	9	PC36132
BUS2	V340	31.03.2017 13:59	31.03.2017 14:12	13	PC36132
BUS2	E400	31.03.2017 12:21	31.03.2017 14:39	138	PC37156
BUS2	V330-1	31.03.2017 12:14	31.03.2017 12:21	7	PC37156
BUS2	V360	31.03.2017 11:09	31.03.2017 12:14	65	PC37156
BUS2	V330-2	31.03.2017 11:00	31.03.2017 11:09	9	PC37156
BUS2	E400	31.03.2017 06:59	31.03.2017 10:26	207	PC37156
SUS	RIE	31.03.2017 06:38	31.03.2017 06:59	21	PC37156
SUS	RIV	31.03.2017 04:16	31.03.2017 06:38	142	PC37156
BUS2	V330-1	31.03.2017 04:09	31.03.2017 04:16	7	PC37156
BUS2	V330-3	31.03.2017 04:00	31.03.2017 04:09	9	PC37156
BUS2	V360	30.03.2017 23:21	30.03.2017 23:50	29	PC36132
BUS2	V330-2	30.03.2017 23:13	30.03.2017 23:21	8	PC36132
BUS2	V340	30.03.2017 23:00	30.03.2017 23:12	12	PC36132
BUS2	V360	30.03.2017 12:18	30.03.2017 14:06	108	PC37156
BUS2	V340	30.03.2017 12:06	30.03.2017 12:18	12	PC37156
BUS2	V300	30.03.2017 11:25	30.03.2017 12:06	41	PC37156
BUS2	V330-1	30.03.2017 11:19	30.03.2017 11:25	6	PC37156
BUS2	V330-2	30.03.2017 11:10	30.03.2017 11:18	8	PC37156
BUS2	V330-3	30.03.2017 11:00	30.03.2017 11:09	9	PC37156
BUS2	E400	30.03.2017 11:00	30.03.2017 14:42	222	PC36132
BUS2	V300	30.03.2017 09:10	30.03.2017 09:52	42	PC36132
SUS	RIE	30.03.2017 06:26	30.03.2017 06:45	19	PC37156
SUS	RIV	30.03.2017 03:44	30.03.2017 06:26	162	PC37156
BUS2	V360	30.03.2017 02:40	30.03.2017 03:44	64	PC37156
BUS2	E400	29.03.2017 23:24	30.03.2017 02:40	196	PC37156
BUS2	V330-3	29.03.2017 23:13	29.03.2017 23:24	11	PC37156
BUS2	V330-1	29.03.2017 23:09	29.03.2017 23:15	6	PC36132
BUS2	V330-2	29.03.2017 23:00	29.03.2017 23:09	9	PC36132
BUS2	V340	29.03.2017 23:00	29.03.2017 23:13	13	PC37156
SUS	RIV	29.03.2017 16:49	29.03.2017 17:59	70	PC37156
SUS	RIE	29.03.2017 16:24	29.03.2017 16:48	24	PC37156
BUS2	E400	29.03.2017 15:57	29.03.2017 19:38	221	PC36132
BUS2	E400	29.03.2017 15:29	29.03.2017 15:48	19	PC36132
SUS	RIV	29.03.2017 15:14	29.03.2017 16:24	70	PC37156
BUS2	V330-1	29.03.2017 14:18	29.03.2017 14:25	7	PC37156
BUS2	V340	29.03.2017 14:04	29.03.2017 14:18	14	PC37156
BUS2	V360	29.03.2017 13:51	29.03.2017 14:04	13	PC37156
BUS2	V330-2	29.03.2017 13:40	29.03.2017 13:51	11	PC37156
BUS2	V330-3	29.03.2017 13:29	29.03.2017 13:40	11	PC37156
BUS2	V300	29.03.2017 12:46	29.03.2017 13:29	43	PC37156
BUS2	V330-1	29.03.2017 12:38	29.03.2017 12:46	8	PC37156
BUS2	V340	29.03.2017 12:25	29.03.2017 12:38	13	PC37156
BUS2	E400	29.03.2017 11:50	29.03.2017 15:28	218	PC36132
BUS2	V330-2	29.03.2017 11:41	29.03.2017 11:50	9	PC36132
BUS2	V330-3	29.03.2017 11:30	29.03.2017 11:40	10	PC36132
BUS2	V360	29.03.2017 11:27	29.03.2017 12:24	57	PC37156
BUS2	V300	29.03.2017 10:48	29.03.2017 11:30	42	PC36132
SUS	RIE	28.03.2017 07:06	28.03.2017 07:25	19	PC37156
BUS2	V330-2	28.03.2017 06:55	28.03.2017 07:06	11	PC37156
BUS2	E400	28.03.2017 03:39	28.03.2017 06:55	196	PC37156
BUS2	V330-3	27.03.2017 23:21	27.03.2017 23:32	11	PC36132
BUS2	V340	27.03.2017 23:07	27.03.2017 23:21	14	PC36132
BUS2	V330-1	27.03.2017 23:00	27.03.2017 23:07	7	PC36132
BUS2	V360	27.03.2017 11:58	27.03.2017 12:29	31	PC37156
BUS2	V330-3	27.03.2017 11:47	27.03.2017 11:58	11	PC37156
BUS2	V340	27.03.2017 11:31	27.03.2017 11:47	16	PC37156
BUS2	V330-1	27.03.2017 11:21	27.03.2017 11:31	10	PC37156
BUS2	E400	27.03.2017 11:00	27.03.2017 11:21	21	PC37156
BUS2	V330-2	27.03.2017 11:00	27.03.2017 11:08	8	PC36132
SUS	RIE	27.03.2017 09:37	27.03.2017 10:00	23	PC37156
BUS2	V360	27.03.2017 09:26	27.03.2017 09:41	15	PC36132
BUS2	V300	27.03.2017 08:47	27.03.2017 09:26	39	PC36132
SUS	RIV	27.03.2017 06:20	27.03.2017 09:37	197	PC37156
BUS2	V340	27.03.2017 06:07	27.03.2017 06:20	13	PC37156
BUS2	V330-3	27.03.2017 05:57	27.03.2017 06:07	10	PC37156
BUS2	V330-1	27.03.2017 05:49	27.03.2017 05:57	8	PC37156
BUS2	V330-2	27.03.2017 05:39	27.03.2017 05:49	10	PC37156
BUS2	E400	26.03.2017 21:26	27.03.2017 00:39	193	PC37156
SUS	RIV	26.03.2017 18:11	26.03.2017 21:25	194	PC37156
BUS2	V340	26.03.2017 17:58	26.03.2017 18:11	13	PC37156
BUS2	V360	26.03.2017 11:51	26.03.2017 12:57	66	PC37156
BUS2	V330-3	26.03.2017 11:41	26.03.2017 11:51	10	PC37156
BUS2	V330-1	26.03.2017 11:34	26.03.2017 11:41	7	PC37156
BUS2	V330-2	26.03.2017 11:07	26.03.2017 11:34	27	PC37156
SUS	RIE	26.03.2017 05:50	26.03.2017 06:07	17	PC37156
BUS2	E400	26.03.2017 01:42	26.03.2017 05:50	248	PC37156
BUS2	V360	26.03.2017 00:10	26.03.2017 01:42	92	PC37156
BUS2	V330-3	26.03.2017 00:00	26.03.2017 00:10	10	PC37156
BUS2	V340	25.03.2017 23:17	25.03.2017 23:31	14	PC37156
BUS2	V330-2	25.03.2017 23:07	25.03.2017 23:17	10	PC37156
BUS2	V330-1	25.03.2017 23:00	25.03.2017 23:07	7	PC37156
BUS2	V330-2	25.03.2017 14:06	25.03.2017 14:15	9	PC37156
BUS2	V360	25.03.2017 12:19	25.03.2017 14:06	107	PC37156
BUS2	E400	25.03.2017 11:28	25.03.2017 14:57	209	PC36132
BUS2	V340	25.03.2017 11:15	25.03.2017 11:28	13	PC36132
BUS2	V330-1	25.03.2017 11:09	25.03.2017 11:15	6	PC36132
BUS2	V330-3	25.03.2017 11:00	25.03.2017 11:09	9	PC36132
SUS	RIE	25.03.2017 03:47	25.03.2017 04:04	17	PC37156
SUS	RIV	25.03.2017 02:26	25.03.2017 03:47	81	PC37156
BUS2	V330-3	25.03.2017 02:16	25.03.2017 02:26	10	PC37156
BUS2	V330-1	25.03.2017 00:22	25.03.2017 00:28	6	PC36132
BUS2	V340	25.03.2017 00:10	25.03.2017 00:22	12	PC36132
BUS2	E400	24.03.2017 23:09	25.03.2017 02:16	187	PC37156
BUS2	V360	24.03.2017 23:00	25.03.2017 00:10	70	PC36132
BUS2	V330-2	24.03.2017 23:00	24.03.2017 23:09	9	PC37156
BUS2	V300	24.03.2017 14:25	24.03.2017 15:05	40	PC36132
BUS2	V300	24.03.2017 13:45	24.03.2017 14:25	40	PC36132
BUS2	E400	24.03.2017 11:46	24.03.2017 14:46	180	PC37156
BUS2	V330-2	24.03.2017 11:36	24.03.2017 11:46	10	PC37156
BUS2	V340	24.03.2017 11:22	24.03.2017 11:36	14	PC37156
BUS2	V330-1	24.03.2017 11:14	24.03.2017 11:22	8	PC37156
BUS2	V330-3	24.03.2017 11:00	24.03.2017 11:14	14	PC37156
BUS2	V360	24.03.2017 11:00	24.03.2017 12:12	72	PC36132
SUS	RIV	24.03.2017 02:42	24.03.2017 04:32	110	PC37156
SUS	RIE	24.03.2017 02:25	24.03.2017 02:42	17	PC37156
BUS2	V330-3	23.03.2017 23:34	23.03.2017 23:44	10	PC36132
BUS2	V330-2	23.03.2017 23:26	23.03.2017 23:34	8	PC36132
BUS2	V340	23.03.2017 23:13	23.03.2017 23:25	12	PC36132
BUS2	E400	23.03.2017 23:08	24.03.2017 02:25	197	PC37156
BUS2	V360	23.03.2017 23:00	23.03.2017 23:13	13	PC36132
BUS2	V330-1	23.03.2017 23:00	23.03.2017 23:07	7	PC37156
SUS	RIV	23.03.2017 16:43	23.03.2017 18:51	128	PC37156
BUS2	V330-3	23.03.2017 13:42	23.03.2017 13:52	10	PC36132
BUS2	E400	23.03.2017 13:30	23.03.2017 16:43	193	PC37156
BUS2	V360	23.03.2017 12:19	23.03.2017 13:30	71	PC37156
BUS2	V330-2	23.03.2017 12:09	23.03.2017 12:19	10	PC37156
BUS2	V330-1	23.03.2017 12:01	23.03.2017 12:08	7	PC37156
BUS2	V340	23.03.2017 11:47	23.03.2017 12:01	14	PC37156
BUS2	V360	23.03.2017 08:26	23.03.2017 09:59	93	PC37156
SUS	RIE	23.03.2017 08:06	23.03.2017 08:26	20	PC37156
BUS2	V340	23.03.2017 05:23	23.03.2017 05:36	13	PC37156
BUS2	V330-1	23.03.2017 05:15	23.03.2017 05:22	7	PC37156
BUS2	V330-3	23.03.2017 02:34	23.03.2017 02:45	11	PC37156
BUS2	V330-2	23.03.2017 02:24	23.03.2017 02:34	10	PC37156
BUS2	E400	22.03.2017 23:20	23.03.2017 02:24	184	PC37156
BUS2	V340	22.03.2017 19:05	22.03.2017 19:20	15	PC37156
BUS2	V330-1	22.03.2017 14:54	22.03.2017 15:05	11	PC37156
BUS2	E400	22.03.2017 12:06	22.03.2017 14:54	168	PC37156
BUS2	V330-3	22.03.2017 11:55	22.03.2017 12:05	10	PC37156
BUS2	V330-2	22.03.2017 11:45	22.03.2017 11:55	10	PC37156
BUS2	V360	22.03.2017 11:00	22.03.2017 11:45	45	PC37156
BUS2	V300	22.03.2017 07:56	22.03.2017 08:37	41	PC37156
SUS	RIE	22.03.2017 03:40	22.03.2017 03:56	16	PC37156
SUS	RIV	22.03.2017 01:48	22.03.2017 03:40	112	PC37156
BUS2	V330-3	22.03.2017 01:37	22.03.2017 01:48	11	PC37156
BUS2	V360	22.03.2017 01:10	22.03.2017 01:37	27	PC37156
BUS2	V330-1	22.03.2017 01:02	22.03.2017 01:10	8	PC37156
BUS2	V330-2	22.03.2017 00:39	22.03.2017 01:02	23	PC37156
BUS2	V340	22.03.2017 00:25	22.03.2017 00:39	14	PC37156
BUS2	E400	21.03.2017 21:25	22.03.2017 00:25	180	PC37156
BUS2	V330-3	21.03.2017 12:59	21.03.2017 13:08	9	PC36132
BUS2	V340	21.03.2017 12:46	21.03.2017 12:59	13	PC36132
BUS2	V360	21.03.2017 11:37	21.03.2017 12:45	68	PC36132
BUS2	V330-1	21.03.2017 11:16	21.03.2017 11:23	7	PC37156
BUS2	V330-2	21.03.2017 11:06	21.03.2017 11:16	10	PC37156
BUS2	V300	21.03.2017 10:57	21.03.2017 11:37	40	PC36132
SUS	RIV	21.03.2017 02:50	21.03.2017 03:58	68	PC37156
SUS	RIE	21.03.2017 02:35	21.03.2017 02:50	15	PC37156
BUS2	V360	21.03.2017 01:46	21.03.2017 02:35	49	PC37156
BUS2	V340	21.03.2017 01:33	21.03.2017 01:46	13	PC37156
BUS2	V330-2	21.03.2017 01:23	21.03.2017 01:33	10	PC37156
BUS2	V330-1	20.03.2017 23:10	20.03.2017 23:16	6	PC36132
BUS2	V330-3	20.03.2017 23:00	20.03.2017 23:09	9	PC36132
BUS2	E400	20.03.2017 23:00	21.03.2017 01:23	143	PC37156
SUS	RIV	20.03.2017 18:18	20.03.2017 20:19	121	PC37156
SUS	RIE	20.03.2017 18:02	20.03.2017 18:18	16	PC37156
BUS2	V300	20.03.2017 16:53	20.03.2017 17:52	59	PC36132
BUS2	V300	20.03.2017 16:14	20.03.2017 16:52	38	PC36132
BUS2	V340	20.03.2017 15:19	20.03.2017 15:32	13	PC37156
BUS2	V330-2	20.03.2017 14:52	20.03.2017 15:19	27	PC37156
BUS2	V330-1	20.03.2017 14:45	20.03.2017 14:52	7	PC37156
BUS2	V330-3	20.03.2017 14:35	20.03.2017 14:45	10	PC37156
BUS2	E400	20.03.2017 14:10	20.03.2017 16:14	124	PC36132
BUS2	V360	20.03.2017 13:47	20.03.2017 14:35	48	PC37156
SUS	RIE	20.03.2017 13:29	20.03.2017 13:47	18	PC37156
SUS	RIV	20.03.2017 11:55	20.03.2017 13:28	93	PC37156
BUS2	V360	20.03.2017 06:44	20.03.2017 06:58	14	PC36132
BUS2	E400	20.03.2017 03:38	20.03.2017 06:44	186	PC36132
BUS2	V330-3	19.03.2017 23:28	19.03.2017 23:38	10	PC36132
BUS2	V330-2	19.03.2017 23:20	19.03.2017 23:28	8	PC36132
BUS2	V340	19.03.2017 23:07	19.03.2017 23:20	13	PC36132
BUS2	V330-1	19.03.2017 23:00	19.03.2017 23:07	7	PC36132
BUS2	E400	19.03.2017 17:57	19.03.2017 21:03	186	PC36132
BUS2	V300	19.03.2017 17:19	19.03.2017 17:57	38	PC36132
BUS2	V330-1	19.03.2017 17:12	19.03.2017 17:19	7	PC36132
BUS2	V360	19.03.2017 15:47	19.03.2017 17:12	85	PC36132
BUS2	V330-2	19.03.2017 15:39	19.03.2017 15:47	8	PC36132
BUS2	V330-3	19.03.2017 11:13	19.03.2017 11:24	11	PC36132
BUS2	V340	19.03.2017 11:00	19.03.2017 11:13	13	PC36132
BUS2	V300	19.03.2017 03:01	19.03.2017 03:40	39	PC36132
BUS2	V330-1	19.03.2017 02:43	19.03.2017 02:51	8	PC36132
BUS2	V340	19.03.2017 02:29	19.03.2017 02:43	14	PC36132
BUS2	V330-2	19.03.2017 02:20	19.03.2017 02:29	9	PC36132
BUS2	E400	18.03.2017 23:14	19.03.2017 02:20	186	PC36132
BUS2	V330-3	18.03.2017 23:00	18.03.2017 23:10	10	PC37156
BUS2	V360	18.03.2017 23:00	18.03.2017 23:14	14	PC36132
BUS2	V340	18.03.2017 20:35	18.03.2017 20:49	14	PC36132
SUS	RIE	18.03.2017 20:32	18.03.2017 20:55	23	PC37156
BUS2	V330-2	18.03.2017 20:26	18.03.2017 20:35	9	PC36132
BUS2	V330-1	18.03.2017 20:25	18.03.2017 20:32	7	PC37156
BUS2	V330-3	18.03.2017 20:15	18.03.2017 20:25	10	PC37156
BUS2	V360	18.03.2017 20:11	18.03.2017 20:26	15	PC36132
BUS2	V300	18.03.2017 19:34	18.03.2017 20:15	41	PC37156
SUS	RIV	18.03.2017 17:05	18.03.2017 19:34	149	PC37156
BUS2	E400	18.03.2017 17:05	18.03.2017 20:11	186	PC36132
SUS	RIE	17.03.2017 10:22	17.03.2017 10:38	16	PC37156
OVN12	RIE	17.03.2017 09:56	17.03.2017 10:13	17	PC81714
SUS	RIV	17.03.2017 09:16	17.03.2017 10:21	65	PC37156
BUS2	V300	16.03.2017 18:48	16.03.2017 19:29	41	PC36132
BUS2	V360	16.03.2017 17:17	16.03.2017 17:32	15	PC37156
BUS2	E400	16.03.2017 15:26	16.03.2017 18:33	187	PC36132
SUS	RIE	16.03.2017 15:24	16.03.2017 15:43	19	PC37156
BUS2	V340	16.03.2017 15:08	16.03.2017 15:23	15	PC37156
BUS2	V330-1	16.03.2017 15:00	16.03.2017 15:08	8	PC37156
BUS2	V330-2	16.03.2017 14:50	16.03.2017 15:25	35	PC36132
BUS2	V330-3	16.03.2017 14:40	16.03.2017 14:50	10	PC36132
SUS	RIV	16.03.2017 02:02	16.03.2017 03:36	94	PC37156
SUS	RIE	16.03.2017 01:42	16.03.2017 02:02	20	PC37156
BUS2	E400	16.03.2017 01:38	16.03.2017 03:52	134	PC36132
BUS2	V340	16.03.2017 01:25	16.03.2017 01:38	13	PC36132
BUS2	V330-3	16.03.2017 01:15	16.03.2017 01:25	10	PC36132
BUS2	V360	15.03.2017 23:18	16.03.2017 01:15	117	PC36132
BUS2	V330-2	15.03.2017 23:07	15.03.2017 23:18	11	PC36132
BUS2	V330-1	15.03.2017 23:00	15.03.2017 23:07	7	PC36132
BUS2	V330-1	15.03.2017 13:54	15.03.2017 14:01	7	PC36132
BUS2	V360	15.03.2017 13:32	15.03.2017 14:26	54	PC37156
BUS2	V330-2	15.03.2017 13:22	15.03.2017 13:32	10	PC37156
BUS2	V340	15.03.2017 11:10	15.03.2017 11:24	14	PC36132
BUS2	E400	15.03.2017 11:00	15.03.2017 13:22	142	PC37156
BUS2	V330-3	15.03.2017 11:00	15.03.2017 11:10	10	PC36132
SUS	RIV	15.03.2017 03:18	15.03.2017 05:33	135	PC37156
SUS	RIE	15.03.2017 00:32	15.03.2017 00:47	15	PC37156
BUS2	V330-2	15.03.2017 00:22	15.03.2017 00:32	10	PC37156
BUS2	V330-1	15.03.2017 00:14	15.03.2017 00:22	8	PC37156
BUS2	V340	15.03.2017 00:00	15.03.2017 00:14	14	PC37156
BUS2	E400	14.03.2017 23:15	15.03.2017 01:43	148	PC36132
BUS2	V300	14.03.2017 23:10	14.03.2017 23:49	39	PC37156
BUS2	V330-3	14.03.2017 23:00	14.03.2017 23:10	10	PC37156
